"filename", "language", "JSON", "HTML", "Ignore", "JavaScript", "JSON with Comments", "TypeScript", "SCSS", "BibTeX", "LaTeX", "TypeScript JSX", "XML", "comment", "blank", "total"
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\CompetitionCommonRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 3, 3, 19
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\Group\EnterGroup.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 361, 0, 37, 16, 414
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\Group\GroupInfo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 3, 53
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\Group\group.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 2, 8
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\Label\CompetitionTypeLabel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 4, 48
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\Label\ProblemStateLabel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 7, 48
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\SideBar\Sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 7, 7, 103
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\SideBar\sidebar.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 3, 13
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\Update\Competition.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 10, 144
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\Update\Problem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 1, 13, 200
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\component\Update\Update.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 4, 60
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\pages\CompetitionDetail\CompetitionDetailRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 420, 0, 14, 14, 448
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\pages\CompetitionDetail\pages\OverView\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 10, 128
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\pages\CompetitionDetail\pages\Problem\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 11, 113
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\pages\CompetitionDetail\pages\Problem\component\Answer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 0, 81, 15, 317
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\pages\CompetitionDetail\pages\Rank\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 21, 15, 141
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\pages\CompetitionDetail\pages\Record\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionCommon\pages\CompetitionSet\Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 310, 0, 1, 19, 330
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionRandom\CompetitionRandomRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 217, 0, 37, 25, 279
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionRandom\component\MatchWindow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 4, 13
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 3, 8, 57
"d:\projectCode\online-programming-learning-platform\src\views\Competition\CompetitionStandard\CompetitionStandardRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 8
"d:\projectCode\online-programming-learning-platform\src\views\Competition\competitionStore.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 18
"d:\projectCode\online-programming-learning-platform\src\views\Competition\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 2, 29, 225
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateArticle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 0, 1, 19, 268
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateComment.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 10, 167
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateCompetition\Create.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 6, 60
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateCompetition\pages\Competition.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 0, 10, 13, 276
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateCompetition\pages\Declare.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 4, 46
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateCompetition\pages\Problem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 257, 0, 8, 17, 282
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateCompetition\pages\ProblemNew.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 272, 0, 0, 10, 282
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateCompetition\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 3, 33
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 523, 0, 0, 28, 551
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateNotice.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 7, 127
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreatePost.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 10, 171
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateProblem\Create.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 348, 0, 10, 20, 378
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateProblem\Problem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 12, 248
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateProblem\Program.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 8, 8, 108
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateProblem\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 4, 8, 68
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateProblem\submit.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 5, 56
"d:\projectCode\online-programming-learning-platform\src\views\Creation\pages\CreateTopic.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 18, 259
"d:\projectCode\online-programming-learning-platform\src\views\Creation\root\CreationNavgation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 3, 6, 96
"d:\projectCode\online-programming-learning-platform\src\views\Creation\root\CreationRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 10, 7, 61
"d:\projectCode\online-programming-learning-platform\src\views\Creation\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 15, 179
"d:\projectCode\online-programming-learning-platform\src\views\File\FileRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 477, 0, 36, 22, 535
"d:\projectCode\online-programming-learning-platform\src\views\File\component\FileInfo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 3, 52
"d:\projectCode\online-programming-learning-platform\src\views\File\component\FileItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 312, 0, 10, 11, 333
"d:\projectCode\online-programming-learning-platform\src\views\File\component\MyEmpty.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 3, 33
"d:\projectCode\online-programming-learning-platform\src\views\File\fileStore.ts", "TypeScript", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 4, 84
"d:\projectCode\online-programming-learning-platform\src\views\File\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 1, 8, 95
"d:\projectCode\online-programming-learning-platform\src\views\Home\HomeRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 299, 0, 48, 13, 360
"d:\projectCode\online-programming-learning-platform\src\views\Home\components\OjPlatform.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 6, 70
"d:\projectCode\online-programming-learning-platform\src\views\Home\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 17, 139
"d:\projectCode\online-programming-learning-platform\src\views\Learn\LearnRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 13, 8, 45
"d:\projectCode\online-programming-learning-platform\src\views\Login\Log\FindPass.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 7, 130
"d:\projectCode\online-programming-learning-platform\src\views\Login\Log\Login.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 5, 103
"d:\projectCode\online-programming-learning-platform\src\views\Login\Log\Register.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 0, 10, 225
"d:\projectCode\online-programming-learning-platform\src\views\Login\Log\log.scss", "SCSS", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"d:\projectCode\online-programming-learning-platform\src\views\Login\LoginRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 1, 3, 21
"d:\projectCode\online-programming-learning-platform\src\views\Login\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 7, 48
"d:\projectCode\online-programming-learning-platform\src\views\ProblemSet\ProblemSetRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 0, 11, 15, 175
"d:\projectCode\online-programming-learning-platform\src\views\ProblemSet\form\Form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 13
"d:\projectCode\online-programming-learning-platform\src\views\ProblemSet\set\All.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 3, 14
"d:\projectCode\online-programming-learning-platform\src\views\ProblemSet\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 7, 57
"d:\projectCode\online-programming-learning-platform\src\views\ProblemSet\topic\Topic.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 7, 74
"d:\projectCode\online-programming-learning-platform\src\views\Problem\DetailRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 389, 0, 24, 24, 437
"d:\projectCode\online-programming-learning-platform\src\views\Problem\RunResult.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 1, 7, 85
"d:\projectCode\online-programming-learning-platform\src\views\Problem\pages\Comment.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 2, 7, 68
"d:\projectCode\online-programming-learning-platform\src\views\Problem\pages\Description.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"d:\projectCode\online-programming-learning-platform\src\views\Problem\pages\Post.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 2, 7, 66
"d:\projectCode\online-programming-learning-platform\src\views\Problem\pages\Records.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 5, 18
"d:\projectCode\online-programming-learning-platform\src\views\Problem\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 9, 90
"d:\projectCode\online-programming-learning-platform\src\views\Profile\ProfileRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 5, 6, 36
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Account\Account.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 267, 0, 0, 10, 277
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Creation\Article.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 7, 86
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Creation\CreationRoot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 6, 4, 38
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Creation\Group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 10, 87
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Creation\Problem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 4, 8, 84
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Creation\Topic.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 1, 7, 86
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Email\Email.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 8
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Friend\Friend.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 26, 17, 210
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Group\Group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 259, 0, 9, 20, 288
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Info\Info.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 27, 8, 222
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Message\Message.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 1, 9, 131
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Setting\Setting.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 10, 11, 197
"d:\projectCode\online-programming-learning-platform\src\views\Profile\pages\Star\Star.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 8
"d:\projectCode\online-programming-learning-platform\src\views\Profile\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 14, 12, 106
"d:\projectCode\online-programming-learning-platform\src\views\Root.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 17, 14, 200
"d:\projectCode\online-programming-learning-platform\src\views\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 4, 5, 85
"d:\projectCode\online-programming-learning-platform\tailwind.config.cjs", "JavaScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41
"d:\projectCode\online-programming-learning-platform\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
"d:\projectCode\online-programming-learning-platform\tsconfig.node.json", "JSON", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\projectCode\online-programming-learning-platform\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 1, 2, 62
"Total", "-", 3806, 17, 7, 141, 25, 2337, 1717, 69, 511, 16836, 64801, 1090, 2413, 93770
